system:index,Class,Conf,Id,IsRice,Location,RnR,Year,gridcode,.geo
00000000000000000ab6,Rice,Y,244183,1,Barisal,R,2016,15815,"{""type"":""Point"",""coordinates"":[90.48923038119024,22.572235796793866]}"
00000000000000000c88,Rice,Y,244183,1,Barisal,R,2018,15815,"{""type"":""Point"",""coordinates"":[90.48923038119024,22.572235796793866]}"
00000000000000000e5a,Rice,Y,244183,1,Barisal,R,2019,15815,"{""type"":""Point"",""coordinates"":[90.48923038119024,22.572235796793866]}"
0000000000000000102c,Rice,Y,244183,1,Barisal,R,2020,15815,"{""type"":""Point"",""coordinates"":[90.48923038119024,22.572235796793866]}"
0000000000000000019f,Rice,Y,245830,1,Barisal,R,2002,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000371,Rice,N,245830,1,Barisal,R,2004,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000543,Rice,Y,245830,1,Barisal,R,2006,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000715,Rice,Y,245830,1,Barisal,R,2009,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
000000000000000008e7,Rice,Y,245830,1,Barisal,R,2015,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000ab9,Rice,Y,245830,1,Barisal,R,2016,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000c8b,Rice,y,245830,1,Barisal,R,2018,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
00000000000000000e5d,Rice,Y,245830,1,Barisal,R,2019,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
0000000000000000102f,Rice,Y,245830,1,Barisal,R,2020,16865,"{""type"":""Point"",""coordinates"":[90.3730190788284,22.564691738329188]}"
000000000000000001a0,Rice,Y,246054,1,Barisal,R,2002,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000372,Rice,Y,246054,1,Barisal,R,2004,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000544,Rice,Y,246054,1,Barisal,R,2006,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000716,Rice,Y,246054,1,Barisal,R,2009,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
000000000000000008e8,Rice,N,246054,1,Barisal,R,2015,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000aba,Rice,Y,246054,1,Barisal,R,2016,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000c8c,Rice,Y,246054,1,Barisal,R,2018,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000000e5e,Rice,Y,246054,1,Barisal,R,2019,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
00000000000000001030,Rice,Y,246054,1,Barisal,R,2020,15793,"{""type"":""Point"",""coordinates"":[90.32581249177355,22.563100991936313]}"
000000000000000001a1,Rice,N,246222,1,Barisal,R,2002,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000000545,Rice,N,246222,1,Barisal,R,2006,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000000717,Rice,N,246222,1,Barisal,R,2009,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
000000000000000008e9,Rice,N,246222,1,Barisal,R,2015,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000000abb,Rice,Y,246222,1,Barisal,R,2016,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000000c8d,Rice,Y,246222,1,Barisal,R,2018,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000000e5f,Rice,Y,246222,1,Barisal,R,2019,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
00000000000000001031,Rice,Y,246222,1,Barisal,R,2020,16271,"{""type"":""Point"",""coordinates"":[90.472727939395,22.565477376735586]}"
000000000000000001a2,Rice,Y,246419,1,Barisal,R,2002,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
00000000000000000374,Rice,Y,246419,1,Barisal,R,2004,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
00000000000000000546,Rice,Y,246419,1,Barisal,R,2006,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
00000000000000000abc,Rice,Y,246419,1,Barisal,R,2016,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
00000000000000000e60,Rice,Y,246419,1,Barisal,R,2019,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
00000000000000001032,Rice,Y,246419,1,Barisal,R,2020,15933,"{""type"":""Point"",""coordinates"":[90.3984078209712,22.563480149018183]}"
000000000000000001a3,Rice,Y,246730,1,Barisal,R,2002,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000375,Rice,Y,246730,1,Barisal,R,2004,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000547,Rice,Y,246730,1,Barisal,R,2006,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000719,Rice,Y,246730,1,Barisal,R,2009,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
000000000000000008eb,Rice,Y,246730,1,Barisal,R,2015,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000abd,Rice,Y,246730,1,Barisal,R,2016,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000c8f,Rice,Y,246730,1,Barisal,R,2018,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000e61,Rice,Y,246730,1,Barisal,R,2019,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000001033,Rice,Y,246730,1,Barisal,R,2020,17552,"{""type"":""Point"",""coordinates"":[90.42116235981692,22.56303281522524]}"
00000000000000000ac0,Rice,Y,249128,1,Barisal,R,2016,17158,"{""type"":""Point"",""coordinates"":[90.30587202029926,22.5538290827913]}"
000000000000000001a7,Rice,N,249611,1,Barisal,R,2002,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
00000000000000000379,Rice,N,249611,1,Barisal,R,2004,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
0000000000000000054b,Rice,N,249611,1,Barisal,R,2006,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
0000000000000000071d,Rice,N,249611,1,Barisal,R,2009,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
000000000000000008ef,Rice,N,249611,1,Barisal,R,2015,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
00000000000000000ac1,Rice,Y,249611,1,Barisal,R,2016,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
00000000000000000c93,Rice,Y,249611,1,Barisal,R,2018,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
00000000000000000e65,Rice,Y,249611,1,Barisal,R,2019,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
00000000000000001037,Rice,Y,249611,1,Barisal,R,2020,16258,"{""type"":""Point"",""coordinates"":[90.49914321321816,22.55613970541782]}"
000000000000000001aa,Rice,Y,251584,1,Barisal,R,2002,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
0000000000000000037c,Rice,N,251584,1,Barisal,R,2004,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
0000000000000000054e,Rice,Y,251584,1,Barisal,R,2006,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
00000000000000000720,Rice,Y,251584,1,Barisal,R,2009,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
000000000000000008f2,Rice,Y,251584,1,Barisal,R,2015,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
00000000000000000ac4,Rice,Y,251584,1,Barisal,R,2016,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
00000000000000000c96,Rice,y,251584,1,Barisal,R,2018,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
00000000000000000e68,Rice,Y,251584,1,Barisal,R,2019,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
0000000000000000103a,Rice,Y,251584,1,Barisal,R,2020,15309,"{""type"":""Point"",""coordinates"":[90.37508785532012,22.547664696063396]}"
000000000000000001ac,Rice,N,252821,1,Barisal,R,2002,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
00000000000000000550,Rice,N,252821,1,Barisal,R,2006,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
00000000000000000722,Rice,N,252821,1,Barisal,R,2009,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
000000000000000008f4,Rice,N,252821,1,Barisal,R,2015,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
00000000000000000ac6,Rice,Y,252821,1,Barisal,R,2016,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
00000000000000000e6a,Rice,Y,252821,1,Barisal,R,2019,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
0000000000000000103c,Rice,Y,252821,1,Barisal,R,2020,16118,"{""type"":""Point"",""coordinates"":[90.46871333571166,22.545917063314818]}"
000000000000000001ad,Rice,Y,253598,1,Barisal,R,2002,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
0000000000000000037f,Rice,N,253598,1,Barisal,R,2004,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
00000000000000000551,Rice,Y,253598,1,Barisal,R,2006,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
00000000000000000723,Rice,Y,253598,1,Barisal,R,2009,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
000000000000000008f5,Rice,Y,253598,1,Barisal,R,2015,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
00000000000000000ac7,Rice,Y,253598,1,Barisal,R,2016,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
00000000000000000c99,Rice,y,253598,1,Barisal,R,2018,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
00000000000000000e6b,Rice,Y,253598,1,Barisal,R,2019,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
0000000000000000103d,Rice,Y,253598,1,Barisal,R,2020,16644,"{""type"":""Point"",""coordinates"":[90.39268522695197,22.542264464764827]}"
000000000000000001ae,Rice,N,254013,1,Barisal,R,2002,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
00000000000000000380,Rice,N,254013,1,Barisal,R,2004,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
00000000000000000552,Rice,N,254013,1,Barisal,R,2006,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
00000000000000000724,Rice,N,254013,1,Barisal,R,2009,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
000000000000000008f6,Rice,N,254013,1,Barisal,R,2015,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
00000000000000000ac8,Rice,Y,254013,1,Barisal,R,2016,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
00000000000000000e6c,Rice,Y,254013,1,Barisal,R,2019,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
0000000000000000103e,Rice,Y,254013,1,Barisal,R,2020,15548,"{""type"":""Point"",""coordinates"":[90.51774043719227,22.543427053459382]}"
000000000000000001b0,Rice,N,254264,1,Barisal,R,2002,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000382,Rice,N,254264,1,Barisal,R,2004,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000554,Rice,N,254264,1,Barisal,R,2006,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000726,Rice,N,254264,1,Barisal,R,2009,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
000000000000000008f8,Rice,N,254264,1,Barisal,R,2015,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000aca,Rice,Y,254264,1,Barisal,R,2016,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000c9c,Rice,Y,254264,1,Barisal,R,2018,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000000e6e,Rice,Y,254264,1,Barisal,R,2019,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
00000000000000001040,Rice,Y,254264,1,Barisal,R,2020,15611,"{""type"":""Point"",""coordinates"":[90.480153333333,22.54203318480564]}"
000000000000000001b1,Rice,Y,254866,1,Barisal,R,2002,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000383,Rice,Y,254866,1,Barisal,R,2004,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000555,Rice,Y,254866,1,Barisal,R,2006,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000727,Rice,Y,254866,1,Barisal,R,2009,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
000000000000000008f9,Rice,Y,254866,1,Barisal,R,2015,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000acb,Rice,Y,254866,1,Barisal,R,2016,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000c9d,Rice,Y,254866,1,Barisal,R,2018,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000000e6f,Rice,Y,254866,1,Barisal,R,2019,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
00000000000000001041,Rice,Y,254866,1,Barisal,R,2020,16811,"{""type"":""Point"",""coordinates"":[90.27648010415314,22.53627291065945]}"
000000000000000001b2,Rice,N,255313,1,Barisal,R,2002,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000000384,Rice,Y,255313,1,Barisal,R,2004,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000000556,Rice,N,255313,1,Barisal,R,2006,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000000728,Rice,N,255313,1,Barisal,R,2009,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
000000000000000008fa,Rice,Y,255313,1,Barisal,R,2015,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000000c9e,Rice,Y,255313,1,Barisal,R,2018,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000000e70,Rice,Y,255313,1,Barisal,R,2019,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
00000000000000001042,Rice,Y,255313,1,Barisal,R,2020,16317,"{""type"":""Point"",""coordinates"":[90.42775109951462,22.537950880969905]}"
000000000000000001b4,Rice,Y,259542,1,Barisal,R,2002,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
00000000000000000386,Rice,Y,259542,1,Barisal,R,2004,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
00000000000000000558,Rice,Y,259542,1,Barisal,R,2006,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
0000000000000000072a,Rice,Y,259542,1,Barisal,R,2009,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
000000000000000008fc,Rice,Y,259542,1,Barisal,R,2015,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
00000000000000000ace,Rice,Y,259542,1,Barisal,R,2016,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
00000000000000000e72,Rice,Y,259542,1,Barisal,R,2019,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
00000000000000001044,Rice,Y,259542,1,Barisal,R,2020,16763,"{""type"":""Point"",""coordinates"":[90.32748558975497,22.521694270544184]}"
000000000000000001b5,Rice,Y,259960,1,Barisal,R,2002,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000000387,Rice,Y,259960,1,Barisal,R,2004,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000000559,Rice,Y,259960,1,Barisal,R,2006,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
0000000000000000072b,Rice,Y,259960,1,Barisal,R,2009,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
000000000000000008fd,Rice,Y,259960,1,Barisal,R,2015,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000000acf,Rice,Y,259960,1,Barisal,R,2016,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000000ca1,Rice,Y,259960,1,Barisal,R,2018,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000000e73,Rice,Y,259960,1,Barisal,R,2019,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
00000000000000001045,Rice,Y,259960,1,Barisal,R,2020,16588,"{""type"":""Point"",""coordinates"":[90.28642739505848,22.51938077140677]}"
000000000000000001b7,Rice,N,261565,1,Barisal,R,2002,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
00000000000000000389,Rice,Y,261565,1,Barisal,R,2004,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
0000000000000000055b,Rice,Y,261565,1,Barisal,R,2006,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
0000000000000000072d,Rice,Y,261565,1,Barisal,R,2009,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
000000000000000008ff,Rice,Y,261565,1,Barisal,R,2015,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
00000000000000000ad1,Rice,Y,261565,1,Barisal,R,2016,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
00000000000000000ca3,Rice,Y,261565,1,Barisal,R,2018,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
00000000000000000e75,Rice,Y,261565,1,Barisal,R,2019,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
00000000000000001047,Rice,Y,261565,1,Barisal,R,2020,16468,"{""type"":""Point"",""coordinates"":[90.24458452336015,22.512982904165526]}"
000000000000000001b8,Rice,N,262056,1,Barisal,R,2002,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
0000000000000000038a,Rice,Y,262056,1,Barisal,R,2004,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
0000000000000000055c,Rice,Y,262056,1,Barisal,R,2006,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
0000000000000000072e,Rice,Y,262056,1,Barisal,R,2009,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
00000000000000000900,Rice,Y,262056,1,Barisal,R,2015,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
00000000000000000ad2,Rice,Y,262056,1,Barisal,R,2016,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
00000000000000000ca4,Rice,Y,262056,1,Barisal,R,2018,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
00000000000000000e76,Rice,Y,262056,1,Barisal,R,2019,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
00000000000000001048,Rice,Y,262056,1,Barisal,R,2020,15310,"{""type"":""Point"",""coordinates"":[90.25772746069089,22.511584074600425]}"
000000000000000001bd,Rice,N,263480,1,Barisal,R,2002,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
0000000000000000038f,Rice,Y,263480,1,Barisal,R,2004,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000561,Rice,Y,263480,1,Barisal,R,2006,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000733,Rice,Y,263480,1,Barisal,R,2009,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000905,Rice,Y,263480,1,Barisal,R,2015,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000ca9,Rice,Y,263480,1,Barisal,R,2018,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000e7b,Rice,Y,263480,1,Barisal,R,2019,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
0000000000000000104d,Rice,Y,263480,1,Barisal,R,2020,16099,"{""type"":""Point"",""coordinates"":[90.244712359511,22.506485447663398]}"
00000000000000000ad9,Rice,Y,264943,1,Barisal,R,2016,13979,"{""type"":""Point"",""coordinates"":[90.43272025322813,22.505531636167095]}"
00000000000000000cab,Rice,Y,264943,1,Barisal,R,2018,13979,"{""type"":""Point"",""coordinates"":[90.43272025322813,22.505531636167095]}"
00000000000000000e7d,Rice,Y,264943,1,Barisal,R,2019,13979,"{""type"":""Point"",""coordinates"":[90.43272025322813,22.505531636167095]}"
0000000000000000104f,Rice,Y,264943,1,Barisal,R,2020,13979,"{""type"":""Point"",""coordinates"":[90.43272025322813,22.505531636167095]}"
000000000000000001c2,Rice,N,265241,1,Barisal,R,2002,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000394,Rice,Y,265241,1,Barisal,R,2004,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000566,Rice,Y,265241,1,Barisal,R,2006,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000738,Rice,Y,265241,1,Barisal,R,2009,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
0000000000000000090a,Rice,Y,265241,1,Barisal,R,2015,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000adc,Rice,Y,265241,1,Barisal,R,2016,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000cae,Rice,Y,265241,1,Barisal,R,2018,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000000e80,Rice,Y,265241,1,Barisal,R,2019,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
00000000000000001052,Rice,Y,265241,1,Barisal,R,2020,16382,"{""type"":""Point"",""coordinates"":[90.23957859096824,22.50071211202047]}"
000000000000000001c3,Rice,Y,265289,1,Barisal,R,2002,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000395,Rice,Y,265289,1,Barisal,R,2004,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000567,Rice,Y,265289,1,Barisal,R,2006,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000739,Rice,Y,265289,1,Barisal,R,2009,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
0000000000000000090b,Rice,Y,265289,1,Barisal,R,2015,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000add,Rice,N,265289,1,Barisal,R,2016,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000caf,Rice,Y,265289,1,Barisal,R,2018,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000000e81,Rice,Y,265289,1,Barisal,R,2019,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
00000000000000001053,Rice,Y,265289,1,Barisal,R,2020,16880,"{""type"":""Point"",""coordinates"":[90.28153399646479,22.501425391632957]}"
000000000000000001c9,Rice,Y,269102,1,Barisal,R,2002,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
0000000000000000039b,Rice,Y,269102,1,Barisal,R,2004,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
0000000000000000056d,Rice,Y,269102,1,Barisal,R,2006,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
0000000000000000073f,Rice,Y,269102,1,Barisal,R,2009,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
00000000000000000911,Rice,Y,269102,1,Barisal,R,2015,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
00000000000000000ae3,Rice,Y,269102,1,Barisal,R,2016,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
00000000000000000cb5,Rice,Y,269102,1,Barisal,R,2018,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
00000000000000000e87,Rice,Y,269102,1,Barisal,R,2019,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
00000000000000001059,Rice,Y,269102,1,Barisal,R,2020,16663,"{""type"":""Point"",""coordinates"":[90.31847627181372,22.489860102795294]}"
000000000000000001cc,Rice,Y,270152,1,Barisal,R,2002,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
0000000000000000039e,Rice,Y,270152,1,Barisal,R,2004,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
00000000000000000570,Rice,Y,270152,1,Barisal,R,2006,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
00000000000000000742,Rice,Y,270152,1,Barisal,R,2009,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
00000000000000000914,Rice,Y,270152,1,Barisal,R,2015,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
00000000000000000ae6,Rice,Y,270152,1,Barisal,R,2016,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
00000000000000000e8a,Rice,Y,270152,1,Barisal,R,2019,17041,"{""type"":""Point"",""coordinates"":[90.42079957900236,22.488278424662475]}"
